hold,rank_abs_weight,ticker,weight,abs_weight
5,9,MET,0.02577628822304628,0.02577628822304628
5,10,AVGO,0.02425095907054043,0.02425095907054043
5,11,PG,0.02112486802957491,0.02112486802957491
5,12,XOM,0.020553128412966908,0.020553128412966908
5,13,LMT,0.020144183734660096,0.020144183734660096
5,14,CMCSA,0.019639558943296477,0.019639558943296477
5,15,AJG,0.01855031340666589,0.01855031340666589
5,16,AMGN,0.018544364798396225,0.018544364798396225
5,17,AMT,0.017786276807016645,0.017786276807016645
5,18,DD,0.01698481972540769,0.01698481972540769
5,19,HLT,0.016066820969891347,0.016066820969891347
5,20,ISRG,0.015965195187584644,0.015965195187584644
5,21,FTV,0.01518985099693408,0.01518985099693408
5,22,ADBE,0.015135111881253308,0.015135111881253308
5,23,ZTS,0.014364725698242525,0.014364725698242525
5,24,DIS,0.014257671969800078,0.014257671969800078
5,25,INTU,0.013924446794717165,0.013924446794717165
5,26,CTSH,0.013587412805666058,0.013587412805666058
5,27,ARE,0.013559590434581381,0.013559590434581381
5,28,LOW,0.01299087905249687,0.01299087905249687
5,29,DE,0.012964169567432533,0.012964169567432533
5,30,GL,0.012899312713595155,0.012899312713595155
5,31,BAC,0.01289858498571136,0.01289858498571136
5,32,NVDA,0.01256335988640741,0.01256335988640741
5,33,GS,0.012335189174598036,0.012335189174598036
5,34,HPE,0.012117382213371827,0.012117382213371827
5,35,PWR,0.012094093053162383,0.012094093053162383
5,36,COO,0.01196520027541395,0.01196520027541395
5,37,ADP,0.011024025387242826,0.011024025387242826
5,38,T,0.01028992854598256,0.01028992854598256
5,39,PYPL,0.009739565216228974,0.009739565216228974
5,40,PPL,0.009664262145766826,0.009664262145766826
5,41,MRK,0.009576982667745329,0.009576982667745329
5,42,MNST,0.009455072809138194,0.009455072809138194
5,43,AMD,0.009447673211618919,0.009447673211618919
5,44,MO,0.009304463128599585,0.009304463128599585
5,45,TGT,0.009303587083831949,0.009303587083831949
5,46,INTC,0.009288953381281198,0.009288953381281198
5,47,ALB,0.009047915134031307,0.009047915134031307
5,48,PNC,0.009034595365183916,0.009034595365183916
5,49,CRM,0.009031379060727807,0.009031379060727807
5,50,UNH,0.008577969409881148,0.008577969409881148
6,1,AAPL,0.06656772235649458,0.06656772235649458
6,2,GOOG,0.0651853164594745,0.0651853164594745
6,3,BRK-B,0.06183107279596079,0.06183107279596079
6,4,MSFT,0.057564735842142875,0.057564735842142875
6,5,AMZN,0.04196297786007292,0.04196297786007292
6,6,JNJ,0.04137708690343025,0.04137708690343025
6,7,COST,0.03515973387145697,0.03515973387145697
6,8,ICE,0.027869423515613785,0.027869423515613785
6,9,MET,0.02577628822304628,0.02577628822304628
6,10,AVGO,0.02425095907054043,0.02425095907054043
6,11,PG,0.02112486802957491,0.02112486802957491
6,12,XOM,0.020553128412966908,0.020553128412966908
6,13,LMT,0.020144183734660096,0.020144183734660096
6,14,CMCSA,0.019639558943296477,0.019639558943296477
6,15,AJG,0.01855031340666589,0.01855031340666589
6,16,AMGN,0.018544364798396225,0.018544364798396225
6,17,AMT,0.017786276807016645,0.017786276807016645
6,18,DD,0.01698481972540769,0.01698481972540769
6,19,HLT,0.016066820969891347,0.016066820969891347
6,20,ISRG,0.015965195187584644,0.015965195187584644
6,21,FTV,0.01518985099693408,0.01518985099693408
6,22,ADBE,0.015135111881253308,0.015135111881253308
6,23,ZTS,0.014364725698242525,0.014364725698242525
6,24,DIS,0.014257671969800078,0.014257671969800078
6,25,INTU,0.013924446794717165,0.013924446794717165
6,26,CTSH,0.013587412805666058,0.013587412805666058
6,27,ARE,0.013559590434581381,0.013559590434581381
6,28,LOW,0.01299087905249687,0.01299087905249687
6,29,DE,0.012964169567432533,0.012964169567432533
6,30,GL,0.012899312713595155,0.012899312713595155
6,31,BAC,0.01289858498571136,0.01289858498571136
6,32,NVDA,0.01256335988640741,0.01256335988640741
6,33,GS,0.012335189174598036,0.012335189174598036
6,34,HPE,0.012117382213371827,0.012117382213371827
6,35,PWR,0.012094093053162383,0.012094093053162383
6,36,COO,0.01196520027541395,0.01196520027541395
6,37,ADP,0.011024025387242826,0.011024025387242826
6,38,T,0.01028992854598256,0.01028992854598256
6,39,PYPL,0.009739565216228974,0.009739565216228974
6,40,PPL,0.009664262145766826,0.009664262145766826
6,41,MRK,0.009576982667745329,0.009576982667745329
6,42,MNST,0.009455072809138194,0.009455072809138194
6,43,AMD,0.009447673211618919,0.009447673211618919
6,44,MO,0.009304463128599585,0.009304463128599585
6,45,TGT,0.009303587083831949,0.009303587083831949
6,46,INTC,0.009288953381281198,0.009288953381281198
6,47,ALB,0.009047915134031307,0.009047915134031307
6,48,PNC,0.009034595365183916,0.009034595365183916
6,49,CRM,0.009031379060727807,0.009031379060727807
6,50,UNH,0.008577969409881148,0.008577969409881148
7,1,AAPL,0.06656772235649458,0.06656772235649458
7,2,GOOG,0.0651853164594745,0.0651853164594745
7,3,BRK-B,0.06183107279596079,0.06183107279596079
7,4,MSFT,0.057564735842142875,0.057564735842142875
7,5,AMZN,0.04196297786007292,0.04196297786007292
7,6,JNJ,0.04137708690343025,0.04137708690343025
7,7,COST,0.03515973387145697,0.03515973387145697
7,8,ICE,0.027869423515613785,0.027869423515613785
7,9,MET,0.02577628822304628,0.02577628822304628
7,10,AVGO,0.02425095907054043,0.02425095907054043
7,11,PG,0.02112486802957491,0.02112486802957491
7,12,XOM,0.020553128412966908,0.020553128412966908
7,13,LMT,0.020144183734660096,0.020144183734660096
7,14,CMCSA,0.019639558943296477,0.019639558943296477
7,15,AJG,0.01855031340666589,0.01855031340666589
7,16,AMGN,0.018544364798396225,0.018544364798396225
7,17,AMT,0.017786276807016645,0.017786276807016645
7,18,DD,0.01698481972540769,0.01698481972540769
7,19,HLT,0.016066820969891347,0.016066820969891347
7,20,ISRG,0.015965195187584644,0.015965195187584644
7,21,FTV,0.01518985099693408,0.01518985099693408
7,22,ADBE,0.015135111881253308,0.015135111881253308
7,23,ZTS,0.014364725698242525,0.014364725698242525
7,24,DIS,0.014257671969800078,0.014257671969800078
7,25,INTU,0.013924446794717165,0.013924446794717165
7,26,CTSH,0.013587412805666058,0.013587412805666058
7,27,ARE,0.013559590434581381,0.013559590434581381
7,28,LOW,0.01299087905249687,0.01299087905249687
7,29,DE,0.012964169567432533,0.012964169567432533
7,30,GL,0.012899312713595155,0.012899312713595155
7,31,BAC,0.01289858498571136,0.01289858498571136
7,32,NVDA,0.01256335988640741,0.01256335988640741
7,33,GS,0.012335189174598036,0.012335189174598036
7,34,HPE,0.012117382213371827,0.012117382213371827
7,35,PWR,0.012094093053162383,0.012094093053162383
7,36,COO,0.01196520027541395,0.01196520027541395
7,37,ADP,0.011024025387242826,0.011024025387242826
7,38,T,0.01028992854598256,0.01028992854598256
7,39,PYPL,0.009739565216228974,0.009739565216228974
7,40,PPL,0.009664262145766826,0.009664262145766826
7,41,MRK,0.009576982667745329,0.009576982667745329
7,42,MNST,0.009455072809138194,0.009455072809138194
7,43,AMD,0.009447673211618919,0.009447673211618919
7,44,MO,0.009304463128599585,0.009304463128599585
7,45,TGT,0.009303587083831949,0.009303587083831949
7,46,INTC,0.009288953381281198,0.009288953381281198
7,47,ALB,0.009047915134031307,0.009047915134031307
7,48,PNC,0.009034595365183916,0.009034595365183916
7,49,CRM,0.009031379060727807,0.009031379060727807
7,50,UNH,0.008577969409881148,0.008577969409881148
8,1,AAPL,0.06656772235649458,0.06656772235649458
8,2,GOOG,0.0651853164594745,0.0651853164594745
8,3,BRK-B,0.06183107279596079,0.06183107279596079
8,4,MSFT,0.057564735842142875,0.057564735842142875
8,5,AMZN,0.04196297786007292,0.04196297786007292
8,6,JNJ,0.04137708690343025,0.04137708690343025
8,7,COST,0.03515973387145697,0.03515973387145697
8,8,ICE,0.027869423515613785,0.027869423515613785
8,9,MET,0.02577628822304628,0.02577628822304628
8,10,AVGO,0.02425095907054043,0.02425095907054043
8,11,PG,0.02112486802957491,0.02112486802957491
8,12,XOM,0.020553128412966908,0.020553128412966908
8,13,LMT,0.020144183734660096,0.020144183734660096
8,14,CMCSA,0.019639558943296477,0.019639558943296477
8,15,AJG,0.01855031340666589,0.01855031340666589
8,16,AMGN,0.018544364798396225,0.018544364798396225
8,17,AMT,0.017786276807016645,0.017786276807016645
8,18,DD,0.01698481972540769,0.01698481972540769
8,19,HLT,0.016066820969891347,0.016066820969891347
8,20,ISRG,0.015965195187584644,0.015965195187584644
8,21,FTV,0.01518985099693408,0.01518985099693408
8,22,ADBE,0.015135111881253308,0.015135111881253308
8,23,ZTS,0.014364725698242525,0.014364725698242525
8,24,DIS,0.014257671969800078,0.014257671969800078
8,25,INTU,0.013924446794717165,0.013924446794717165
8,26,CTSH,0.013587412805666058,0.013587412805666058
8,27,ARE,0.013559590434581381,0.013559590434581381
8,28,LOW,0.01299087905249687,0.01299087905249687
8,29,DE,0.012964169567432533,0.012964169567432533
8,30,GL,0.012899312713595155,0.012899312713595155
8,31,BAC,0.01289858498571136,0.01289858498571136
8,32,NVDA,0.01256335988640741,0.01256335988640741
8,33,GS,0.012335189174598036,0.012335189174598036
8,34,HPE,0.012117382213371827,0.012117382213371827
8,35,PWR,0.012094093053162383,0.012094093053162383
8,36,COO,0.01196520027541395,0.01196520027541395
8,37,ADP,0.011024025387242826,0.011024025387242826
8,38,T,0.01028992854598256,0.01028992854598256
8,39,PYPL,0.009739565216228974,0.009739565216228974
8,40,PPL,0.009664262145766826,0.009664262145766826
8,41,MRK,0.009576982667745329,0.009576982667745329
8,42,MNST,0.009455072809138194,0.009455072809138194
8,43,AMD,0.009447673211618919,0.009447673211618919
8,44,MO,0.009304463128599585,0.009304463128599585
8,45,TGT,0.009303587083831949,0.009303587083831949
8,46,INTC,0.009288953381281198,0.009288953381281198
8,47,ALB,0.009047915134031307,0.009047915134031307
8,48,PNC,0.009034595365183916,0.009034595365183916
8,49,CRM,0.009031379060727807,0.009031379060727807
8,50,UNH,0.008577969409881148,0.008577969409881148
9,1,AAPL,0.06656772235649458,0.06656772235649458
9,2,GOOG,0.0651853164594745,0.0651853164594745
9,3,BRK-B,0.06183107279596079,0.06183107279596079
9,4,MSFT,0.057564735842142875,0.057564735842142875
9,5,AMZN,0.04196297786007292,0.04196297786007292
9,6,JNJ,0.04137708690343025,0.04137708690343025
9,7,COST,0.03515973387145697,0.03515973387145697
9,8,ICE,0.027869423515613785,0.027869423515613785
9,9,MET,0.02577628822304628,0.02577628822304628
9,10,AVGO,0.02425095907054043,0.02425095907054043
9,11,PG,0.02112486802957491,0.02112486802957491
9,12,XOM,0.020553128412966908,0.020553128412966908
9,13,LMT,0.020144183734660096,0.020144183734660096
9,14,CMCSA,0.019639558943296477,0.019639558943296477
9,15,AJG,0.01855031340666589,0.01855031340666589
9,16,AMGN,0.018544364798396225,0.018544364798396225
9,17,AMT,0.017786276807016645,0.017786276807016645
9,18,DD,0.01698481972540769,0.01698481972540769
9,19,HLT,0.016066820969891347,0.016066820969891347
9,20,ISRG,0.015965195187584644,0.015965195187584644
9,21,FTV,0.01518985099693408,0.01518985099693408
9,22,ADBE,0.015135111881253308,0.015135111881253308
9,23,ZTS,0.014364725698242525,0.014364725698242525
9,24,DIS,0.014257671969800078,0.014257671969800078
9,25,INTU,0.013924446794717165,0.013924446794717165
9,26,CTSH,0.013587412805666058,0.013587412805666058
9,27,ARE,0.013559590434581381,0.013559590434581381
9,28,LOW,0.01299087905249687,0.01299087905249687
9,29,DE,0.012964169567432533,0.012964169567432533
9,30,GL,0.012899312713595155,0.012899312713595155
9,31,BAC,0.01289858498571136,0.01289858498571136
9,32,NVDA,0.01256335988640741,0.01256335988640741
9,33,GS,0.012335189174598036,0.012335189174598036
9,34,HPE,0.012117382213371827,0.012117382213371827
9,35,PWR,0.012094093053162383,0.012094093053162383
9,36,COO,0.01196520027541395,0.01196520027541395
9,37,ADP,0.011024025387242826,0.011024025387242826
9,38,T,0.01028992854598256,0.01028992854598256
9,39,PYPL,0.009739565216228974,0.009739565216228974
9,40,PPL,0.009664262145766826,0.009664262145766826
9,41,MRK,0.009576982667745329,0.009576982667745329
9,42,MNST,0.009455072809138194,0.009455072809138194
9,43,AMD,0.009447673211618919,0.009447673211618919
9,44,MO,0.009304463128599585,0.009304463128599585
9,45,TGT,0.009303587083831949,0.009303587083831949
9,46,INTC,0.009288953381281198,0.009288953381281198
9,47,ALB,0.009047915134031307,0.009047915134031307
9,48,PNC,0.009034595365183916,0.009034595365183916
9,49,CRM,0.009031379060727807,0.009031379060727807
9,50,UNH,0.008577969409881148,0.008577969409881148
10,1,AAPL,0.06656772235649458,0.06656772235649458
10,2,GOOG,0.0651853164594745,0.0651853164594745
10,3,BRK-B,0.06183107279596079,0.06183107279596079
10,4,MSFT,0.057564735842142875,0.057564735842142875
10,5,AMZN,0.04196297786007292,0.04196297786007292
10,6,JNJ,0.04137708690343025,0.04137708690343025
10,7,COST,0.03515973387145697,0.03515973387145697
10,8,ICE,0.027869423515613785,0.027869423515613785
10,9,MET,0.02577628822304628,0.02577628822304628
10,10,AVGO,0.02425095907054043,0.02425095907054043
10,11,PG,0.02112486802957491,0.02112486802957491
10,12,XOM,0.020553128412966908,0.020553128412966908
10,13,LMT,0.020144183734660096,0.020144183734660096
10,14,CMCSA,0.019639558943296477,0.019639558943296477
10,15,AJG,0.01855031340666589,0.01855031340666589
10,16,AMGN,0.018544364798396225,0.018544364798396225
10,17,AMT,0.017786276807016645,0.017786276807016645
