date,hold,index_return,tracker_return,active_return,abs_active_bp,cum_index,cum_tracker,cum_active,active_drawdown,rolling_TE_bp,cum_index_global,cum_tracker_global,cum_active_global
2021-12-28,1,-0.001010154848626,-0.0003583620361538107,0.0006517928124721893,6.517928124721894,0.998989845151374,0.9996416379638462,0.0006517928124721893,0.0,,0.998989845151374,0.9996416379638462,0.0006517928124721893
2021-12-29,1,0.001401895139427,0.0014965408434573473,9.464570403034745e-05,0.9464570403034744,1.0003903241596286,1.0011376425038796,0.0007464385165025368,0.0,,1.0003903241596286,1.0011376425038796,0.0007464385165025368
2021-12-30,1,-0.0029897555945093,-0.002794166969265164,0.000195588625244136,1.9558862524413598,0.9973994015912794,0.9983402967715073,0.0009420271417466728,0.0,,0.9973994015912794,0.9983402967715073,0.0009420271417466728
2021-12-31,1,-0.0026261799136575,-0.002523795072707528,0.00010238484094997205,1.0238484094997204,0.9947800513169263,0.99582069044963,0.0010444119826966448,0.0,,0.9947800513169263,0.99582069044963,0.0010444119826966448
2022-01-03,1,0.0063740525309705,0.004541524399538689,-0.0018325281314318107,18.325281314318108,1.001120831620782,1.0003432344128722,-0.0007881161487351658,-0.0018325281314318107,,1.001120831620782,1.0003432344128722,-0.0007881161487351658
2022-01-04,1,-0.0006296219570605,0.0024498178549873665,0.0030794398120478662,30.79439812047866,1.0004905039635228,1.0027938931296527,0.0022913236633127004,0.0,,1.0004905039635228,1.0027938931296527,0.0022913236633127004
2022-01-05,1,-0.0193927577906871,-0.02035515198253638,-0.0009623941918492813,9.623941918492813,0.9810882339482758,0.9823818710278394,0.001328929471463419,-0.0009623941918492813,,0.9810882339482758,0.9823818710278394,0.001328929471463419
2022-01-06,1,-0.0009637690162076,0.0014052663092109358,0.0023690353254185357,23.690353254185357,0.9801426915062306,0.9837623791739745,0.0036979647968819547,0.0,,0.9801426915062306,0.9837623791739745,0.0036979647968819547
2022-01-07,1,-0.0040502167400917,-0.0016779539668822334,0.002372262773209467,23.72262773209467,0.9761729011694136,0.9821116711873701,0.006070227570091421,0.0,,0.9761729011694136,0.9821116711873701,0.006070227570091421
2022-01-10,1,-0.0014410312534549,-0.0013466720546049268,9.435919884997319e-05,0.9435919884997318,0.9747662055100528,0.9807890888452807,0.006164586768941395,0.0,,0.9747662055100528,0.9807890888452807,0.006164586768941395
2022-01-11,1,0.0091599846687118,0.008670718635544491,-0.0004892660331673095,4.892660331673095,0.9836950490081032,0.9892932350754703,0.005675320735774085,-0.0004892660331673095,,0.9836950490081032,0.9892932350754703,0.005675320735774085
2022-01-12,1,0.0028177544430294,0.0009882544083192868,-0.0018295000347101132,18.295000347101134,0.9864668601030319,0.9902709084761541,0.003845820701063972,-0.0023187660678774227,,0.9864668601030319,0.9902709084761541,0.003845820701063972
2022-01-13,1,-0.0142436152864307,-0.013129617617090925,0.0011139976693397748,11.139976693397749,0.972416005654911,0.9772690301105329,0.004959818370403747,-0.0012047683985376475,,0.972416005654911,0.9772690301105329,0.004959818370403747
2022-01-14,1,0.0008199802697488,-0.0004978282246066367,-0.0013178084943554368,13.178084943554367,0.973213367593536,0.9767825180043099,0.00364200987604831,-0.0025225768928930845,,0.973213367593536,0.9767825180043099,0.00364200987604831
2022-01-18,1,-0.0183879456940073,-0.01588715669405018,0.0025007889999571174,25.007889999571173,0.9553179730415442,0.9612642210847666,0.006142798876005428,-2.178789293596703e-05,,0.9553179730415442,0.9612642210847666,0.006142798876005428
2022-01-19,1,-0.0096895418683388,-0.008356266390731323,0.0013332754776074762,13.332754776074761,0.9460613795441816,0.9532316411815035,0.007476074353612904,0.0,,0.9460613795441816,0.9532316411815035,0.007476074353612904
2022-01-20,1,-0.0110373784941483,-0.011393988067131667,-0.00035660957298336814,3.5660957298336813,0.9356193420194563,0.9423705312366691,0.007119464780629536,-0.00035660957298336814,,0.9356193420194563,0.9423705312366691,0.007119464780629536
2022-01-21,1,-0.0189148218679086,-0.017261758608179696,0.0016530632597289048,16.53063259728905,0.9179222688289884,0.9261035586069997,0.00877252804035844,0.0,,0.9179222688289884,0.9261035586069997,0.00877252804035844
2022-01-24,1,0.0027717389433818,0.0029970834691173706,0.00022534452573557068,2.2534452573557067,0.9204665097284992,0.9288791682731914,0.00899787256609401,0.0,,0.9204665097284992,0.9288791682731914,0.00899787256609401
2022-01-25,1,-0.0121719062536467,-0.010104318621067818,0.0020675876325788826,20.675876325788824,0.9092626776624625,0.9194934771964866,0.011065460198672893,0.0,15.375275854112187,0.9092626776624625,0.9194934771964866,0.011065460198672893
2022-01-26,1,-0.0014966358477518,-0.0007942168685203203,0.0007024189792314798,7.024189792314798,0.90790184254405,0.9187631999664027,0.011767879177904374,0.0,15.386419347919002,0.90790184254405,0.9187631999664027,0.011767879177904374
2022-01-27,1,-0.0053840887577105,-0.004440953087876929,0.0009431356698335709,9.431356698335708,0.903013618440504,0.9146830156964841,0.012711014847737945,0.0,15.528832401765476,0.903013618440504,0.9146830156964841,0.012711014847737945
2022-01-28,1,0.0243476468880761,0.025586207512249954,0.0012385606241738546,12.385606241738547,0.9249998751574172,0.9380862851440249,0.0139495754719118,0.0,15.767800205141695,0.9249998751574172,0.9380862851440249,0.0139495754719118
2022-01-31,1,0.0188859517327795,0.018582263868423807,-0.0003036878643556916,3.036878643556916,0.9424693781524672,0.9555180520259207,0.013645887607556108,-0.0003036878643556916,15.780755419997147,0.9424693781524672,0.9555180520259207,0.013645887607556108
2022-02-01,1,0.0068630035578014,0.0052469973434942805,-0.0016160062143071195,16.160062143071194,0.9489375488478465,0.9605316527065615,0.012029881393248988,-0.001919694078662812,15.662018557220543,0.9489375488478465,0.9605316527065615,0.012029881393248988
2022-02-02,1,0.0094225154473364,0.010431498394116964,0.001008982946780564,10.08982946780564,0.9578789275604229,0.9705514370992685,0.013038864340029552,-0.000910711131882248,14.2469052934686,0.9578789275604229,0.9705514370992685,0.013038864340029552
2022-02-03,1,-0.024391082077444,-0.021225421014273313,0.0031656610631706876,31.656610631706876,0.9345152240180427,0.9499510742308286,0.01620452540320024,0.0,15.762307806057853,0.9345152240180427,0.9499510742308286,0.01620452540320024
2022-02-04,1,0.0051569298644233,0.007845902450142802,0.002688972585719502,26.88972585719502,0.9393344534855397,0.9574042976916519,0.018893497988919743,0.0,16.016915225512776,0.9393344534855397,0.9574042976916519,0.018893497988919743
2022-02-07,1,-0.0037017126347429,-0.004151990185146063,-0.00045027755040316295,4.5027755040316295,0.935857307270823,0.9534291644444195,0.01844322043851658,-0.00045027755040316295,15.146523342915065,0.935857307270823,0.9534291644444195,0.01844322043851658
2022-02-08,1,0.0084012071916632,0.012972702799263188,0.004571495607599988,45.71495607599988,0.9437196384110372,0.9657977176349068,0.023014716046116566,0.0,18.271987071387798,0.9437196384110372,0.9657977176349068,0.023014716046116566
2022-02-09,1,0.0145172078875055,0.01184149370707596,-0.0026757141804295403,26.757141804295404,0.9574198125893718,0.9772342052305888,0.020339001865687024,-0.002675714180429542,19.195463973492934,0.9574198125893718,0.9772342052305888,0.020339001865687024
2022-02-10,1,-0.0181157256684597,-0.016657097195545877,0.0014586284729138227,14.586284729138226,0.9400754579149547,0.9609563200912509,0.021797630338600847,-0.0012170857075157193,19.035978314303104,0.9400754579149547,0.9609563200912509,0.021797630338600847
2022-02-11,1,-0.0189694543445634,-0.016949930342899867,0.002019524001663532,20.19524001663532,0.9222427394355924,0.9446681774031348,0.02381715434026438,0.0,19.40504837181864,0.9222427394355924,0.9446681774031348,0.02381715434026438
2022-02-14,1,-0.0038405967262932,-0.004749111795249972,-0.0009085150689567721,9.08515068956772,0.9187007769896685,0.9401818426192323,0.022908639271307606,-0.000908515068956773,19.28729644937963,0.9187007769896685,0.9401818426192323,0.022908639271307606
2022-02-15,1,0.0157667211707204,0.015173806319612829,-0.0005929148511075715,5.929148511075715,0.9331856759797887,0.9544479798043531,0.022315724420200037,-0.0015014299200643427,18.506426351892987,0.9331856759797887,0.9544479798043531,0.022315724420200037
2022-02-16,1,0.000881207755895,0.0005803464224771668,-0.0003008613334178332,3.008613334178332,0.9340080064351524,0.9550018902748731,0.022014863086782202,-0.0018022912534821772,18.277097322381955,0.9340080064351524,0.9550018902748731,0.022014863086782202
