run_label,hold,nnz,sum_weights,n_negative,min_weight_pct,p05_weight_pct,p10_weight_pct,p25_weight_pct,median_weight_pct,n_lt_0p5pct,n_lt_1pct,n_lt_1p5pct,top10_L1_share,top25_L1_share,HHI_abs
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,1,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,2,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,3,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,4,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,5,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,6,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,7,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,8,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,9,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,10,53,0.9999999999999999,0,0.5132023838342509,0.8571783138838891,0.9037259318953393,0.9664262145766825,1.3559590434581381,0,15,31,0.4475453168982334,0.7057766542546415,0.030293362226456393
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,11,52,0.9999999999999998,0,0.34314894705684185,0.882734471784681,0.9072018958756296,0.9720739448613437,1.375592980019161,1,14,29,0.45054644268077576,0.7140933947741642,0.030565522156940684
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,12,52,0.9999999999999998,0,0.34314894705684185,0.882734471784681,0.9072018958756296,0.9720739448613437,1.375592980019161,1,14,29,0.45054644268077576,0.7140933947741642,0.030565522156940684
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,13,52,0.9999999999999998,0,0.17659251240659699,0.882734471784681,0.9072018958756296,1.0152337713544164,1.375592980019161,2,13,29,0.45214803577936885,0.7187542543780248,0.030764905398584036
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,14,55,1.0,0,0.09126627422952921,0.12110623818548995,0.5207194317815418,0.9620622406756077,1.358741280566606,6,16,32,0.4533215830095627,0.7220573634051234,0.030895286870482246
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,15,55,1.0,0,0.08350146244805964,0.18546917945886365,0.28139620407700733,0.9620622406756077,1.358741280566606,7,16,32,0.45528524053338126,0.7254874243294716,0.03102835026685742
nnz150_c25_H01_H16_floor005_recoveryAsymP0525New0575_target1pct_turn2pct_fundingTopup_budgeted,16,55,1.0,0,0.07588668663238385,0.24096023492745275,0.32536796483567126,0.9620622406756077,1.358741280566606,8,16,32,0.458059220656995,0.7282614044530853,0.031151986095339305
