fit_k,selected_support_rule,eps,pi_pos,selected_support_size,MAP_l1_mass_kept,TE_MAP_fit,TE_refit_before_simplex,TE_refit_after_simplex,TE_MAP_fit_bp,TE_refit_after_simplex_bp,fista_iterations,sum_before_simplex,sum_after_simplex,support_before_floor,support_after_floor,floor_value,floor_turnover,floor_turnover_pct,floor_pruned_mass
1,broad_eps1e-3_pi0.60,0.001,0.6,59,0.5818670862126802,0.0008133732066524011,0.0010296618787064746,0.0010278484525229428,8.133732066524011,10.278484525229429,377,0.9990903662745707,1.0,59,53,0.005,0.018059714025996886,1.8059714025996887,0.9999999999999999
