fit_k,fit_start,fit_end,c_star,sigma2_star,theta_EB_star,lambda_eff_star,TE_fit,TE_fit_bp,TE_previous_ref,TE_previous_ref_bp,nnz_target,nnz_raw,nnz_eff,weighted_l1,sum_w,budget_error,score
1,2020-01-03,2021-12-27,25.0,1.0392726913820346e-05,361.66234238937585,0.003758657959465375,0.0008133732066524011,8.133732066524011,0.00029263641224201687,2.9263641224201686,150,170,152,0.8501069689866717,0.9992718983345966,-0.0007281016654033801,0.9968051145430329
