fit_k,sampler,post_burn_draws,thin,actual_iterations,accept_rate,gamma,TE_mean,TE_mean_bp,TE_sd,TE_sd_bp,ESS_TE,MCSE_TE,MCSE_TE_bp,min_ESS_top20_abs_MAP,min_ESS_selected_support,min_ESS_borderline_selected,min_ESS_borderline_rejected_top50,wall_seconds
1,preconditioned MALA,390000,1,390000,0.5488487179487179,0.004841179099712835,0.0025958275869304615,25.958275869304615,0.00010310078562679361,1.0310078562679361,1003.9096125978674,3.2539784188619297e-06,0.032539784188619296,973.7513794133343,973.4807790915755,973.8325649749103,973.8756006880761,1527.3688002510007
