iteration,eta,theta,weighted_l1_S,data_budget_term,smoothed_logpost
46,6.013194563856577,408.78713320903563,0.9719149510011211,510.24315246046274,-907.209081349945
47,6.008916946559145,407.0422329654678,0.973750245874097,511.4061664198721,-907.4261429579005
48,6.014464699105478,409.30667803247235,0.9719486709922628,510.0140624664797,-907.4978807537975
49,6.011416362067172,408.0608731071537,0.9717873107630601,505.5915793840294,-901.8007686764963
50,6.012363506063759,408.44754860313964,0.9723137898023031,503.00290903654826,-899.8022606113701
51,6.010689165734951,407.764240605013,0.9730019454925818,501.7379656740489,-898.1546688288108
52,6.014096579816881,409.156032078879,0.9714960072604353,493.48329104492194,-890.6357302603262
53,6.009467160492345,407.2662548977887,0.9731525674106314,490.97621000924113,-886.9705420929928
54,6.019674819256322,411.44478005114485,0.9684260601775954,480.2820342259184,-878.3910434577264
55,6.015567976379259,409.75850598827896,0.9674378294073178,477.28077935716954,-873.3546416692288
56,6.0159296556413935,409.90673394625145,0.9686373908251389,474.38136589365996,-871.0900903519521
57,6.019622538765023,411.4232700781823,0.9661976645866934,467.800035701991,-864.9714363691166
58,6.018079885402226,410.78907588373704,0.9659103737425558,466.3427622898835,-862.7844522476995
59,6.0170878960303655,410.3817795366074,0.9670581536100656,461.7340873865614,-858.2540748185525
60,6.021334659449989,412.12827972774215,0.9647013129041286,459.56235514510365,-856.7970629351503
61,6.017299341135008,410.46856192945745,0.9658478625712601,458.7553582354438,-854.8623377590286
62,6.013058813081118,408.7316438051549,0.969894055902235,459.00868261589073,-855.0947691543397
63,6.019595647118316,411.41220637771767,0.9670912899434081,449.37666377194387,-846.9050416412906
64,6.014255272579178,409.2209673320612,0.9683958149568175,450.1530615141534,-846.099813125809
65,6.019523521702019,411.3825341711359,0.966724448557973,452.1350093100278,-849.4838290397759
66,6.020627396930734,411.83689989552875,0.964324773749707,446.72946334520896,-843.5284929686345
67,6.023947977197572,413.2067104026913,0.9618210635551031,440.0646566324126,-837.1477764816414
68,6.019856571896184,411.51956802232627,0.9634318286670769,437.9003548533455,-834.0264413383682
69,6.024493529923278,413.43219795191237,0.9616861239250734,437.81915079994167,-835.0629812445472
70,6.02574183435255,413.94860944813945,0.9594389594451322,433.538513204487,-830.3478884585134
71,6.024063017199279,413.25424843769673,0.9601553197108406,429.76895306819034,-826.2093402498274
72,6.023273778563748,412.9282208922234,0.9611871490989635,425.1256954862797,-821.6796657433813
73,6.0235805138238945,413.0548999649564,0.9612233826410657,423.424691453736,-820.1151773081418
74,6.0276204054555995,414.7269722199964,0.9584514545802514,421.41492294179835,-818.5602309719311
75,6.025402975977328,413.8083632580566,0.9587266315912732,416.2206478574307,-812.6009347049092
76,6.027892985625453,414.8400339770233,0.9577205115353635,415.36673384807,-812.3169905907034
77,6.019770010050732,411.48394767078275,0.9624193219893303,411.3857207709336,-807.060918946908
78,6.0274680887726,414.66380719390304,0.9595998491567831,406.2669879019604,-803.828059703844
79,6.030616529357815,415.9714089267218,0.9552837219079808,405.3169294877139,-802.3351777095305
80,6.029291429299208,415.420570227172,0.955284472655695,401.8145112369811,-798.3077969644918
81,6.028938222646958,415.2738668281194,0.9558969380166448,400.27274529118154,-796.8804766392818
82,6.032612265154125,416.8024069081481,0.9535006934998564,396.51266633030275,-793.5801731891206
83,6.033043774207706,416.98229973018283,0.952196715661715,397.7839896394802,-794.4789832168822
84,6.030787125737083,416.042378196342,0.9536157492127577,390.6995684608006,-787.0915448638755
85,6.027804345635765,414.8032641903503,0.9562729980865536,387.1874591269593,-783.5021295276509
86,6.032518059079234,416.76314343884616,0.9538301940015734,383.97438211142526,-781.1418415583744
87,6.031574592530519,416.37012678246117,0.9532291450282118,383.2521288627824,-779.7951253061722
88,6.029830663080172,415.64463943936033,0.9546848491591734,379.513652090815,-775.9713780423134
89,6.035964311500588,418.2018921527126,0.9508780773393344,377.9961577405287,-775.2989113141598
90,6.033713061413262,417.26147406181826,0.9508633748125551,374.04244126677446,-770.44643754034
91,6.040363641384317,420.04575313680124,0.9468036370160857,374.1041534817724,-771.4455942688162
92,6.029579670730978,415.5403289059983,0.9526317465241787,368.709860275774,-764.2150322083296
93,6.034616708350842,417.63870152957776,0.9518309546962256,365.98259361027004,-763.1491762889282
94,6.03293868065226,416.9384798803781,0.9517636624373812,364.0385957653176,-760.5113821094121
95,6.033577105820315,417.20474888683833,0.9517271341548299,361.661983375116,-758.3725026789873
96,6.036201226681475,418.3009822671518,0.9497093723939549,358.8110041802889,-755.7189410991334
97,6.030477851074218,415.91372672543315,0.9531410621950728,358.07557514760356,-754.1476566608068
98,6.035086836173193,417.83509126337907,0.9512225661685836,357.6945148670721,-754.7930497038732
99,6.033095867930747,417.0040224564219,0.9515603352085863,353.2643281638307,-749.7145959377306
100,6.034442141319409,417.5658019443575,0.9510606531975283,349.6495642021546,-746.4247938961867
101,6.0350886685193785,417.8358568826163,0.950282311111496,350.88857928573094,-747.5949688160736
102,6.032891241635925,416.9187011981648,0.95172210897764,347.09082349029444,-743.5274943844048
103,6.033605328394998,417.2165236451779,0.9517050460238446,345.34404008516856,-742.0565301990293
104,6.029926474510968,415.68446485480234,0.9542248425408124,346.7917980300109,-743.0962596560396
105,6.037142781321022,418.6950209731083,0.9497565095699108,345.4101342894225,-742.7113577390141
106,6.036298621235762,418.34172448888074,0.9488011394613753,348.8911612696686,-745.4577702923411
107,6.033755771568736,417.2792957448297,0.9508510185871969,344.73149151900725,-741.1472474849938
108,6.032559212280962,416.7802949294775,0.9522843436345071,339.996073105596,-736.5355830682095
109,6.033784496438297,417.29128221032454,0.9516318118218486,338.9704298605473,-735.7233810022024
110,6.034860921370428,417.7407067929741,0.950574155707165,340.94642397074773,-737.6844713741405
111,6.032857720089005,416.90472567260286,0.9518416307836104,339.97532947347827,-736.4485524941233
112,6.036682804522166,418.5024752643383,0.9493933488479631,339.614868655318,-736.5815652663136
113,6.038217072367625,419.14506298016346,0.9474729484309932,339.53386297300756,-736.3049876828311
114,6.0334617876789745,417.15664038458294,0.9507285056846668,335.4074172881893,-731.6556476926098
115,6.03356846931704,417.20114571221757,0.9516003267214926,331.32917019971296,-727.9839627209005
116,6.0364009339015645,418.38452833558017,0.949433972706587,330.46696358127093,-727.3388796257311
117,6.032448272650122,416.7340600421047,0.9518826979597924,327.641891838796,-723.9700721102802
118,6.039659207933605,419.7499630519086,0.9471434193307192,329.59313614024245,-726.7976514118157
119,6.035210346691418,417.88670147917037,0.9491821841732646,326.92122856554136,-723.2178539161312
120,6.035503365048023,418.00916789526275,0.9497938860484898,329.8789311235273,-726.5455538064418
121,6.0351277054121635,417.8521682145329,0.9500284138328141,331.6200587445792,-728.2358293499185
122,6.035873257887494,418.16381509298265,0.9495222528060208,331.6857499434274,-728.3854049874368
123,6.0349182708834235,417.7646647060478,0.9501263535056698,330.56163059788815,-727.1353350630507
124,6.037904253495984,419.0139670002255,0.9479799875180709,328.60682192743855,-725.4660346349983
125,6.039632114108718,419.7385905739761,0.9461222692384574,330.19446562519926,-726.9596128760674
126,6.035261968134666,417.90827395061115,0.9492209592706518,327.50674728912435,-723.8382824784348
127,6.037954601862179,419.0350641999769,0.9478623264059067,328.94531315272593,-725.7751854365088
128,6.037690233738949,418.92429932848245,0.9476216829313291,328.94212878793377,-725.5663888915698
129,6.040646417070754,420.16454865843014,0.9453436248951202,330.6762874203264,-727.5165555854255
130,6.034792622272277,417.7121764537484,0.9494655214421867,323.43674773139077,-719.6846334764341
131,6.034748357143908,417.6936867798633,0.9504502720701749,320.15159960987216,-716.7932856088473
132,6.035501722357774,418.00848123624235,0.9498584616101592,320.4700887523767,-717.1630535525715
133,6.03633448595439,418.3567284661749,0.9490780870020541,321.11068625037,-717.8110769567388
134,6.0366521576915595,418.4896496864031,0.9486972973876169,319.17354083813234,-715.8367924659993
135,6.0387822967752784,419.3820409666691,0.946944335908697,317.2666690733378,-714.0398462463781
136,6.039716311170165,419.7739328177138,0.9458825901294263,314.56420741522345,-711.2621212692603
137,6.0383855267997575,419.2156757710806,0.946815519641661,312.35982293698817,-708.9239084000332
138,6.036281399232553,418.33451986839816,0.9487030617025201,311.05205792319026,-707.570814160513
139,6.034296320148873,417.50491644964717,0.9506099136510884,312.2520996386982,-708.7857260539528
140,6.039354328348931,419.6220093637311,0.9467679580239213,308.00082630484627,-704.9268180305435
141,6.039324188478805,419.60936220145976,0.9461140474916843,307.4216998017361,-704.0613522386252
142,6.03971940490013,419.77523148691733,0.945795951505407,307.2096197808853,-703.8737789127282
143,6.039257615454989,419.58142846722365,0.9461215526530207,306.8739710658024,-703.4903917815757
144,6.041833274093494,420.66351994892995,0.9440693666433269,307.3062439255079,-704.081322833964
145,6.0389249831848035,419.44188535370273,0.9461323397184936,308.1744737986249,-704.6639025521297
146,6.03383337824477,417.3116806605768,0.950695934844437,306.0096862887444,-702.3914621710244
147,6.038441125899127,419.2389844330595,0.9474959122592599,308.25747173540424,-705.1266690232223
148,6.041713576713252,420.61317064102883,0.9442375394836221,309.1231057313398,-705.9214733949973
149,6.039289686087973,419.5948849250003,0.9458713269056493,306.082058742634,-702.6062193737148
150,6.041625224148671,420.57601003034796,0.9442025532546009,303.73631043582435,-700.4849985434121
151,6.040975139294469,420.30268878681255,0.9444860627099527,301.8819142767763,-698.4921001384735
152,6.036944966355256,418.6122050232553,0.9479326007278774,298.7683281371134,-695.2275273479214
153,6.039497870043554,419.68224694125513,0.9462190071023516,298.81590103281394,-695.5690048825055
154,6.03600317160919,418.21814383942836,0.948901522874062,296.2749423910927,-692.7664907081858
155,6.040556884286719,420.1269318406304,0.945399997163398,291.60534189669704,-688.4337971388942
156,6.0435411481009425,421.3825740926934,0.9424237583329464,294.5285389383683,-691.2877908119235
157,6.04058041570059,420.1368181376606,0.9446450943634974,291.3895522366506,-687.9101756087814
158,6.038124706871462,419.1063502263456,0.9470227949183452,286.73036431787915,-683.2758312562883
159,6.036569653111937,418.4551237980709,0.9485856372373296,285.67761825401345,-682.2614493647513
160,6.041131406096822,420.3683732760286,0.9448032690746182,288.86319490248115,-685.6717206936202
161,6.04225774858558,420.8421187855431,0.9434425032283317,287.5806571121821,-684.2621515200804
162,6.043506524027538,421.3679843640959,0.9422724712877139,287.8884489418794,-684.5702286372673
163,6.043643666013349,421.42577556893855,0.9420512050961938,288.80102852951995,-685.4439167954372
164,6.042731474650442,421.04152989579455,0.9428280392192115,284.8577517891864,-681.4669881195932
165,6.041576636840837,420.55557587070547,0.9439009873892144,286.7722122305538,-683.3749754770113
166,6.044745949229011,421.89056224421023,0.9412312055223453,288.0623497157305,-684.7967977137791
167,6.040169424749568,419.9641811857574,0.9449834155170815,280.7359277331872,-677.2358476470343
168,6.0427977455648145,421.0694336275621,0.9430156086688186,279.2054513306989,-675.9193396497317
169,6.042781440065095,421.0625679360047,0.9428516653634613,277.73826204475534,-674.3767313893921
170,6.0425234974532644,420.9539719638536,0.9430794114824526,274.7266243215777,-671.3590272486706
171,6.042900205612373,421.1125786320388,0.9427639782599517,273.56239376543704,-670.2109297502775
172,6.04069831404763,420.1863544941195,0.9446858722538711,273.66351424649054,-670.2479804076488
173,6.039925966158403,419.8619497429329,0.9455044922650895,273.00150332310164,-669.6237714087293
174,6.03954493070366,419.7019979295745,0.9458883032940483,274.0026698888306,-670.6350626210253
175,6.0409991366943405,420.31277507952444,0.9446099249211093,272.3298870211655,-669.0057379121488
176,6.037195301037023,418.7170112941585,0.9479375023320833,270.82095911058855,-667.3831660278912
177,6.035262300194451,417.9084127211658,0.9498748094527167,271.14515280244444,-667.7500689711526
178,6.037563839497611,418.87135305561355,0.9478871592080365,270.4304565684279,-667.1205093295728
179,6.036341318579318,418.3595869505521,0.9488911870639717,269.94749859709435,-666.5686973774302
180,6.041352414744032,420.46128858870173,0.9443928041359952,267.5282092547218,-664.2489032951743
181,6.040571115583701,420.13291083431176,0.9449090457617033,265.5256065350155,-662.1534392426229
182,6.043429138985322,421.33537804647426,0.9423404471560566,266.6899662740654,-663.3697185438682
183,6.040558269470911,420.1275137942182,0.9448519250147278,266.97271555393155,-663.571459789775
184,6.042207480104277,420.8209642230714,0.943443811944512,266.09958945084736,-662.7597902674217
185,6.042192838471006,420.8148027619479,0.9434074601339534,264.47366165308125,-661.1127626606055
186,6.04088553065837,420.2650277235251,0.9446070295215906,263.3563494252759,-659.981867542845
187,6.040805154366867,420.231249736641,0.9447160230662874,263.94288977562195,-660.5823612939685
188,6.038256091375381,419.16141792370126,0.9470714914469506,262.6158429537919,-659.2337779316761
189,6.040497742039503,420.102085324512,0.9450488068626641,260.7452380678561,-657.4027101621764
190,6.040363052423828,420.04550574652177,0.9451334397528779,261.0723565238239,-657.7120046500825
191,6.039912183690316,419.85616304888686,0.9455553844551334,259.6189648880373,-656.2574099584772
192,6.037764692365534,418.95549301775884,0.9475669327092643,256.6447452953253,-653.2755740687016
193,6.039985801087656,419.88707290460565,0.9455111840612976,258.25245009622085,-654.9019913280729
194,6.040822555701245,420.23856238475884,0.9447071469436874,257.7482594551715,-654.3908967408092
195,6.03741007509792,418.8069505049998,0.9479090342822869,256.55972515028395,-653.1933279587473
196,6.038650586717455,419.32680777126666,0.9467578246267208,256.43427906195114,-653.0770386563527
197,6.036671862144846,418.4978958773994,0.9486289602364479,256.8837542420762,-653.5262159957545
198,6.035538690032569,418.0239343234689,0.9497084845968293,255.34917637521656,-651.9940991232578
199,6.034309991313136,417.51062426695665,0.950879167797779,253.354996435982,-650.0020705898206
200,6.032268439577587,416.65912421382956,0.9528299343104989,249.5732577106079,-646.2254883840668
201,6.029434502205593,415.4800099075288,0.9555446784884183,250.36684737612572,-647.0249246247425
202,6.0330330560348795,416.9778304657799,0.9520395011270528,251.7267970671403,-648.351987642377
203,6.030941546388624,416.1066286921255,0.9541103850606054,251.17144437600706,-647.8304034083459
204,6.031405110459064,416.29956549048785,0.9536322969974634,251.92732745968877,-648.5712149992205
205,6.028508736023899,415.09555055237945,0.9564579563687767,253.52812793980965,-650.1985851437331
206,6.030132822373444,415.77024930600436,0.9548178013825086,250.56512639011507,-647.199019791583
207,6.031313697391961,416.2615120096921,0.9536983094132541,249.95563272334172,-646.5905736948379
208,6.030146969855302,415.77613144967216,0.9548709485918129,250.26901136184213,-646.929423749569
209,6.0326452163387225,416.8161412674794,0.9523832351983206,250.02505436090306,-646.6410379819295
210,6.029180920882889,415.3746652943372,0.9558659602897123,250.5134118494113,-647.204458225205
211,6.032819614918463,416.888839749601,0.9521632631858328,249.6121221906762,-646.2043592171821
212,6.033038649484343,416.98016281672494,0.9520757571664815,247.5992489937828,-644.2417848022005
213,6.031492847725802,416.3360920788563,0.9536147078081776,248.18021910417474,-644.8513541077857
214,6.027345178957481,414.61284407402246,0.9576809276351796,246.7183392864581,-643.4354278871542
215,6.028088996861992,414.921355254731,0.9567752693614218,248.58435755729715,-645.2201587402426
216,6.028181869226375,414.9598917714875,0.9567147124850002,248.3929769733512,-645.0404551226944
217,6.026977164916881,414.4602887989533,0.9579295965210012,246.4055763630014,-643.0794422823269
218,6.0280737674322635,414.9150362872254,0.9567662593144709,245.02220137397225,-641.648310704079
219,6.028566445193438,415.11950606310086,0.9563248697099209,246.10275597038967,-642.740838232636
220,6.024162776352429,413.2954763879549,0.9608065510961465,242.34871174794412,-639.0977657360474
221,6.024786375273397,413.5532873780443,0.9599366252967658,241.3737598799999,-638.0113741560804
222,6.021758268973845,412.3028981744925,0.9630629788570155,240.64272152816213,-637.370113593812
223,6.023073709476694,412.8456149837706,0.9615347610278359,240.6377571286547,-637.2559766605186
224,6.019884448677673,411.53104002330315,0.964893975183543,239.60286575217924,-636.3417041711907
225,6.021448499161664,412.17519896286495,0.9630750538813816,235.45105429194024,-632.0606660443623
226,6.020263897231933,411.6872245115883,0.9644069837833181,235.4976166138967,-632.186406461011
227,6.024401707966466,413.3942375413135,0.9600325958262257,234.11320058956838,-630.6370299811759
228,6.0251372297861,413.69840987211643,0.959580856812386,234.7477883398871,-631.376236905013
229,6.024915644319155,413.60675047236106,0.959866053843597,236.04574574720627,-632.7050630726923
230,6.024041765138022,413.2454660264165,0.9607574528076805,236.5196518451128,-633.2004501059814
231,6.021642057138799,412.25498648210777,0.9631909043672863,235.99645822997738,-632.730513966152
232,6.020168857423112,411.6480996957136,0.9645399942165035,233.42862095303695,-630.1348952490548
233,6.021049409111267,412.0107367617353,0.9634897413888354,234.92473770279472,-631.5472151615464
234,6.017117012478525,410.39372857037256,0.9677093933820982,234.26100434483962,-631.0603184377353
235,6.0150832840261845,409.55994729764586,0.9695193765821407,236.21107747707006,-632.9456963373675
236,6.017599362626014,410.5917297949983,0.9666545577581922,234.55652820874698,-631.1149050145209
237,6.01918550977387,411.24350546555786,0.9652090505920734,235.47321463924266,-632.0646673180778
238,6.016504703536745,410.1425177378867,0.9682200152464376,234.76610679919673,-631.5327960110088
239,6.019264332616767,411.27592212535154,0.9650024216382516,236.52811035370692,-633.0658160590991
240,6.016830744848556,410.276262944446,0.9678922523859441,235.32089124175508,-632.0812253121155
241,6.016125270372641,409.98692558492627,0.9683989792450579,234.50812896160107,-631.1973244199291
242,6.020290400544258,411.69813573127095,0.9638332049256786,236.44652656223815,-632.9095972790674
243,6.0224867981782,412.60338231929984,0.9619353635029915,238.54374659040917,-635.0947482319642
244,6.0228579746500355,412.75655941312465,0.9617836756835101,236.8227138731818,-633.4581943047981
245,6.0237083599665535,413.10771081638325,0.9609092078344763,236.65742438599878,-633.2687963552586
246,6.021944999180748,412.37989476854665,0.962912210291025,233.10686344060474,-629.8460920491902
247,6.022313229259966,412.5317734112913,0.9623054038008292,232.1845542990398,-628.8194465405179
248,6.023414806206312,412.98645929227956,0.9611538288293804,233.0869966848773,-629.684797584474
249,6.021987210320086,412.39730216113514,0.9628426831096086,233.26731443701516,-629.9946027686988
250,6.020308459580476,411.7055706699485,0.9644957320244794,235.26434300307568,-632.011751439579
251,6.02197205941714,412.3910540169677,0.9624589626729274,233.9724563910333,-630.5354963649867
252,6.021137790194491,412.04715232614984,0.963592895185083,233.90883051534405,-630.6092803446613
253,6.022141492781628,412.460932740461,0.9623785056865217,233.91521928857125,-630.5125380188308
254,6.020788004452954,411.90304931148455,0.9640051993758528,232.93774642688226,-629.670838684779
255,6.021020730920617,411.99892120870186,0.963561959836521,231.642519341634,-628.2836754250602
256,6.019973405796935,411.5676502674573,0.9647539345256035,231.19194241421036,-627.9084082499112
257,6.020234683920734,411.67519794025065,0.9643143615381606,229.31618070163728,-625.9552619291405
258,6.017990573732097,410.75238926359486,0.9668491190576036,230.44593020141187,-627.2401339398707
259,6.017594662221044,410.58979985212665,0.96696144384126,232.3897851559501,-629.0709504837223
260,6.016659991960607,410.2062130684708,0.9679489077978431,229.3443995916104,-626.0609292940962
261,6.013790680099993,409.0308905058649,0.9710305209376621,225.94856334041322,-622.7892687267226
262,6.014869367058417,409.4723448457603,0.9693684653861692,226.65066787116606,-623.2387066492099
263,6.015520194076321,409.73892725097653,0.9688045409761149,228.5047040714399,-625.1214870494052
264,6.015438646824581,409.705515529864,0.9690019949742544,226.2166646326054,-622.8802170855204
265,6.012723650116197,408.5946750502692,0.9720700805170608,223.26782037312165,-620.1104018397514
266,6.014760021936662,409.42757349016733,0.9693005683026514,222.76575229423057,-619.2826668771058
267,6.012095278421483,408.3380063719684,0.9726859181142886,222.2426184182197,-619.0899301313633
268,6.010860817214679,407.83423994786654,0.9736485990545236,221.4848086364241,-618.2332324565216
269,6.009548739504977,407.2994806319846,0.9749435567172524,221.37734411011013,-618.1341469073575
270,6.0100718139221065,407.51258430009295,0.9741091601892717,221.09463972452448,-617.7194968353303
271,6.0094829617462056,407.27269026611464,0.9748836347156675,221.60336240613336,-618.3103996601784
272,6.00946647916531,407.2659774163734,0.9747959764225174,220.95561474819883,-617.6189818381183
273,6.00984262517647,407.41919770405315,0.9743560840856232,221.91775869575903,-618.5510094508347
274,6.010482268380077,407.6798839891008,0.9736821714759947,220.61044122243194,-617.2225197975264
275,6.010451374225125,407.667289258147,0.9738392555425082,219.68165900336825,-616.3455332672247
276,6.011123553067429,407.94140670233753,0.9730484964661315,220.25468510817942,-616.8643698459176
277,6.012777939305183,408.6168579259414,0.9712445249611403,221.30481177372667,-617.832955999362
278,6.014369009165373,409.2675133748286,0.9697090585495235,221.6011917303033,-618.1313541163478
279,6.011582637876537,408.1287294003734,0.9732868083339329,218.66712429081505,-615.5570306910985
280,6.00942318516204,407.2483456234938,0.9752720370549689,217.49880362811803,-614.3388874769634
281,6.010782745805774,407.8024009970262,0.9732293711925614,217.5284790002585,-614.0755544608778
282,6.010419303488658,407.654215277594,0.9739402667218389,217.3367674092151,-614.0296355910668
283,6.011418532284754,408.0617586889959,0.9726806632466076,216.00728725145152,-612.5818786544489
284,6.011193741313616,407.970040399084,0.9731585731185528,215.03525771051147,-611.7169414106709
285,6.012176633066949,408.3712279170525,0.971942197303868,215.078107064148,-611.6516302858141
286,6.010756206417706,407.7915783144652,0.9738451197455819,214.50301296055753,-611.2904922916949
287,6.013022228012041,408.7166906032658,0.9708303666297553,214.87977262407858,-611.334066862098
288,6.010519055179349,407.69488150301373,0.9743217184367454,213.87578165620988,-610.7631781558872
289,6.007756853822933,406.5703000235898,0.9770804945961598,213.34086495837062,-610.2560590502828
290,6.009897004003198,407.4413532844028,0.9738815805992127,214.43410404781963,-610.8958604785363
291,6.006996844374534,406.26142014481434,0.9778682874626274,211.67723969356936,-608.6112335580976
292,6.003397066028788,404.8015981760344,0.9815627848786689,209.26510212548922,-606.2694936663293
293,6.001655234871234,404.09711586244066,0.9828486956409176,211.2043581778585,-608.0380497245762
294,6.004738834449683,405.3451127309852,0.9786674694873863,209.11985871319476,-605.4838368226923
295,6.005482478889477,405.6466574774059,0.9785042018393209,208.4415782113969,-605.0333494293227
296,6.005254680929451,405.55426252043213,0.9789628004275905,207.6702318938675,-604.3591949062456
297,6.004035345967526,405.0600573912103,0.9804015053498434,208.19684601577745,-604.9841171728613
298,6.007226894909609,406.3548915530605,0.9761777331822962,208.25121407045776,-604.5894519329643
299,6.007405977005648,406.4276689551461,0.9767586075243515,207.8579387324092,-604.5031831857666
300,6.007078008267093,406.2943952412453,0.9772070523404975,207.87401766696675,-604.5715071256571
301,6.004630838181101,405.30133933504646,0.9801415842239896,207.6960314268639,-604.6187070650246
302,6.006129003201108,405.9090027005411,0.9776625012146681,208.53261724151648,-605.0390068073076
303,6.00457202238435,405.2775019148645,0.9799811255831972,209.10892720384612,-605.938656030324
304,6.005390056639079,405.6091684328931,0.9785584170397067,207.09423058531087,-603.671370749859
305,6.006231407426347,405.9505716258607,0.977727203220363,208.0200556630445,-604.5932826794196
306,6.0069160933161845,406.22861542969673,0.9770981411631396,207.22300625055382,-603.8120812497709
307,6.006445388213977,406.03744654336595,0.9778696832241422,207.04267112912277,-603.7585466393612
308,6.005132275795331,405.5046236346245,0.9793851884698034,206.9938531670829,-603.8050841066923
309,6.005393314308547,405.6104897756491,0.9786993988861792,205.1300317602871,-601.7656464682439
310,6.006811811650718,406.186255441843,0.9769879634392116,204.14721223053456,-600.650214788503
311,6.008659778521837,406.9375681721112,0.9750593074549876,203.8408702421765,-600.2918092909629
312,6.008916067768683,407.0418752607931,0.975257167059498,203.45537929745333,-600.0884019291888
313,6.010991524166972,407.88755020234527,0.9727139022588301,203.81899944724472,-600.2385217374747
314,6.010451570774865,407.66736938505454,0.9739878940812506,203.46107319139077,-600.1856204349756
315,6.0092772827292675,407.18893143356746,0.9753166139915723,203.58935286561228,-600.389741519948
316,6.0089682343819035,407.06310981072676,0.9753690198527315,202.35430631943188,-599.0535202396479
