iteration,objective,nnz,nnz_eff,weighted_l1,sum_w
134,361.91356419760234,361,328,0.9017176334424866,0.9991765749308977
135,361.4576421829371,359,329,0.9013763155285885,0.9991842052292401
136,360.9998935447361,358,327,0.9010179199988039,0.9991946563850367
137,360.5373888004043,359,324,0.9006276942695124,0.999199562923771
138,360.0707801492296,354,324,0.9002101600813198,0.9992017558208884
139,359.62522977542864,358,322,0.8998356982819065,0.9992038242931359
140,359.1882521103543,359,322,0.8994887122043251,0.999225546895949
141,358.76309717376836,357,320,0.8991486970130318,0.9992337107075893
142,358.3498402595762,355,318,0.8988289468276586,0.9992395082334045
143,357.940465035813,357,316,0.8985129778930139,0.9992470866943731
144,357.553218276485,357,317,0.8982544274621501,0.9992637027678906
145,357.16211496135224,356,317,0.8979539861646673,0.9992617293956234
146,356.76959978781207,358,319,0.8976477834815719,0.9992734922181998
147,356.3805379741909,358,319,0.8973415738865623,0.9992925316941722
148,356.0110573221766,354,317,0.8970541362037259,0.9992856231669727
149,355.64536646635116,357,317,0.8967715697501237,0.9992827287480543
150,355.26417928345995,356,314,0.8964401525439948,0.9992821438531438
151,354.8794803348882,358,313,0.8960864573546655,0.9992732366402055
152,354.51258681053247,362,315,0.8957854589294267,0.9992751741267534
153,354.16468321857,360,315,0.895562837026622,0.9993092162502687
154,353.8226960255313,359,315,0.8953275321362691,0.9993135024824109
155,353.47380850469443,353,316,0.8950649253297511,0.9993120045386461
156,353.128344394716,354,314,0.8948295884181892,0.9993210310540379
157,352.7453761179828,351,311,0.8944818922074833,0.9993139089306319
158,352.3720767531716,352,311,0.8941473307501699,0.9993034726087712
159,352.02715922272534,354,310,0.89388751660993,0.9993007734394065
160,351.67415474147003,352,310,0.8935904841298576,0.9992907466567481
161,351.34145478202913,354,309,0.8933405002489805,0.9992762968153001
162,351.03139229045956,354,310,0.8931569374301624,0.9992630149302804
163,350.7198555784736,353,308,0.8929850226701735,0.9992650628447738
164,350.4143964926295,349,307,0.892835739174531,0.9992669100693853
165,350.1436687153519,351,307,0.8927806827125238,0.9992599878491302
166,349.8682677800037,351,305,0.8927141118797186,0.9992498934319831
167,349.588703273682,350,306,0.8926211637617285,0.9992343443552891
168,349.3164708591672,350,306,0.8925558498555783,0.9992349759895149
169,349.03318306111237,347,303,0.8924462904426531,0.9992317894270469
170,348.74808590177486,347,301,0.892327608806884,0.9992392112542134
171,348.4497763478214,344,299,0.8921494655541891,0.9992403997975445
172,348.19525397529304,343,299,0.8920717747447549,0.9992412644443835
173,347.9548455874607,345,301,0.8919959009937322,0.9992244145557636
174,347.6896107078652,342,296,0.8918386364284334,0.9992180746446735
175,347.4381873868164,345,294,0.891687177909765,0.9991976327540927
176,347.1849370680585,345,294,0.8915162574692297,0.9991794975326243
177,346.9275919993599,345,294,0.8913358880492855,0.9991748087674567
178,346.6936097809343,341,293,0.8912238556070191,0.9991806338846225
179,346.47813756109025,342,293,0.8911472407764383,0.9991756155653654
180,346.24755849687836,342,294,0.8910259707124237,0.9991731489059836
181,345.9931982574153,342,294,0.8908217811711221,0.9991601790029101
182,345.74090246055516,340,292,0.8906323040288009,0.9991684908762077
183,345.52589840586876,337,290,0.8905293094635067,0.999172000411963
184,345.3081259649091,339,290,0.8903918428927694,0.9991616730881281
185,345.0835465125727,337,292,0.8902353964205774,0.9991623958636848
186,344.8394246588106,338,290,0.8900162769249333,0.9991658727139833
187,344.59083023841106,338,288,0.8897661661943701,0.9991639875406053
188,344.330296509406,339,287,0.8894672129336781,0.9991607616671331
189,344.0452780594388,335,285,0.8890969578560141,0.9991692146380617
190,343.8075788506753,336,280,0.8888404256254876,0.9991785211509239
191,343.59655368907437,333,280,0.8886356985728343,0.9991791316532019
192,343.4206402548566,331,279,0.888525923977818,0.9991912640571208
193,343.2380892728325,330,278,0.8883774680049619,0.9991938931233267
194,343.0619948311389,332,280,0.8882375837337478,0.9991964456354906
195,342.8689050551862,330,279,0.8880499901875547,0.9992047300635534
196,342.66858506581576,327,275,0.8878402217603049,0.9992107368440133
197,342.4655349521199,320,274,0.8876341865704237,0.9992282111432621
198,342.2830795375045,320,274,0.8874485031622874,0.9992118990185803
199,342.1164673176504,321,275,0.8873174517923624,0.9992153230090945
200,341.967758497403,318,276,0.8872363163367827,0.9992284240081092
201,341.8279696177389,318,275,0.8871540549897099,0.9992241821864454
202,341.66906749426965,315,274,0.8870073123638469,0.9992176110880466
203,341.48897922137417,319,274,0.886814491537105,0.9992292261974359
204,341.28761725078635,311,274,0.8865435925370192,0.9992284519327985
205,341.0782965576435,308,276,0.8862388697913539,0.9992214502527559
206,340.89367613247265,316,276,0.8860188074255593,0.9992302686954124
207,340.69031066762227,315,276,0.8857396987780923,0.9992287803923092
208,340.4843170906527,313,274,0.8854531824068859,0.9992240341216116
209,340.28409361506687,312,274,0.8851692460293088,0.9992140226409141
210,340.0912649960489,314,274,0.8849099005621079,0.999218392525016
211,339.920766088714,311,274,0.8846928755623246,0.9992063523134055
212,339.76569613811273,315,274,0.8845159091605455,0.9991957303355862
213,339.6114354261737,317,277,0.8843501251106708,0.9991997691855932
214,339.45802795279315,315,277,0.8841814179104265,0.9992025391555084
215,339.3065228106522,315,277,0.8840129017682765,0.9992064224989256
216,339.15696195723564,313,276,0.8838468658454217,0.9992129204007348
217,339.00627482354116,312,277,0.8836658102669399,0.9992128760064904
218,338.85791959898944,311,277,0.8834880093413345,0.9992131226346402
219,338.7104380126743,310,276,0.8833065351121833,0.9992108887584594
220,338.5638783342687,311,274,0.8831235786319629,0.9992081758198685
221,338.4183366925554,310,273,0.8829421813591496,0.9992083751365166
222,338.29210417839136,310,273,0.8828236644029774,0.9992262177482838
223,338.1763395167172,308,273,0.882721254970501,0.9992371849326338
224,338.05912478990734,305,273,0.8826081923682412,0.9992469896450741
225,337.93199513935616,303,273,0.882460155097355,0.9992549303430773
226,337.79929056623416,303,274,0.8822907404267143,0.9992613151311159
227,337.6638209464009,302,274,0.8820915256065043,0.999247688756943
228,337.526626733481,302,273,0.8818844264454753,0.9992356278179864
229,337.38670608945233,302,273,0.8816790217659256,0.9992339955307867
230,337.2466942203758,300,270,0.8814930135949239,0.9992469286485998
231,337.1038430020613,300,269,0.8812759679753583,0.9992383774100541
232,336.9582683706174,302,270,0.8810492646885757,0.9992313307938542
233,336.81004632984775,301,270,0.8808203207486551,0.9992332427205092
234,336.66839177727013,301,270,0.8806004410105386,0.9992281474190171
235,336.5554514387261,301,268,0.8804737876627508,0.9992354170476155
236,336.43842322235395,301,267,0.8803357832957703,0.9992401123189978
237,336.3117768053795,299,266,0.8801745774093743,0.9992470801767387
238,336.17947152420425,298,266,0.879998049063103,0.9992532499144322
239,336.05468466328966,298,265,0.8798218781496838,0.9992405346232163
240,335.93277252502065,297,265,0.8796485623469688,0.999225701636979
241,335.8140091705264,298,265,0.8794902467619352,0.9992210193136151
242,335.6962671108657,296,264,0.8793437254947214,0.9992301697895247
243,335.5833831086602,294,264,0.8792184047729641,0.9992491986385407
244,335.48087164398703,294,264,0.8791128827316899,0.9992612967541894
245,335.3860993664008,294,265,0.8790037557347758,0.9992512028787635
246,335.28545414317955,292,263,0.878871324423129,0.9992387244532701
247,335.1884695951732,294,263,0.8787636409746549,0.9992476008854456
248,335.09013308107967,291,263,0.8786551701931162,0.9992648579343864
249,334.99825470223374,291,261,0.8785411633226735,0.9992621491498349
250,334.90079464727245,289,259,0.8784012751413317,0.9992507582621541
251,334.8094606517011,287,258,0.8782880740922749,0.9992538051300662
252,334.7106065343416,287,259,0.878152355899013,0.9992577557394778
253,334.60824842862996,285,259,0.8780022791368078,0.9992636851993697
254,334.5065503654872,281,258,0.8778571090630238,0.9992816243017572
255,334.4201520197645,282,257,0.877739617578656,0.9992938177612452
256,334.3177957096268,282,258,0.8775545340189228,0.9992885557554845
257,334.2055183132757,282,257,0.8773338151183692,0.9992831383097338
258,334.07477532743474,281,257,0.8770566106966864,0.9992797719470313
259,333.9609104594123,282,256,0.8768115780578554,0.999266409667422
260,333.8600485837838,280,255,0.8766065104646997,0.9992654858709906
261,333.7823460026875,281,254,0.8764625913937314,0.9992683580619142
262,333.69534774294794,279,255,0.8762886173755542,0.9992727133555768
263,333.61795911230536,278,253,0.8761415017784602,0.9992807852124985
264,333.5397370691031,278,250,0.8759856717569121,0.9992820653089474
265,333.45685514997626,278,250,0.875826166313616,0.9992934264121945
266,333.3748105895378,277,251,0.8756587139077651,0.9992920900719251
267,333.2856928715598,278,252,0.875464328469258,0.9992815223054026
268,333.1909519139845,284,251,0.8752735980421158,0.99928887405813
269,333.1059650793096,281,251,0.8751120184800565,0.999291285880846
270,333.0153509865802,280,251,0.874932743195419,0.9992841381902158
271,332.93082789784825,283,251,0.8747700191202639,0.9992717184219845
272,332.8531353923965,288,250,0.8746278276164599,0.9992597050029332
273,332.7746192792803,289,250,0.8744974284406729,0.9992628585451773
274,332.6979289255495,288,250,0.8743757484176142,0.9992711453959273
275,332.62101790037343,286,253,0.8742503069025471,0.9992749758240146
276,332.5423501750069,285,252,0.8741127520674868,0.9992687680603527
277,332.4706088656779,283,252,0.8740064316320515,0.999267767048117
278,332.404002147508,281,252,0.873928050902111,0.9992734418183321
279,332.3270839087067,281,252,0.8738244854441795,0.9992772505469938
280,332.25465452367615,281,251,0.8737262260787584,0.999269025830184
281,332.2003202066294,281,250,0.8736781784573528,0.9992581404380576
282,332.13844420356577,283,250,0.8736151530859724,0.9992510187109622
283,332.06778378599597,282,249,0.8735349922765985,0.9992490829752354
284,331.98856945438996,281,249,0.8734408864734001,0.9992546151005441
285,331.9146109054395,280,249,0.873351859099385,0.999248566867061
286,331.8438925120332,280,249,0.8732669213351205,0.9992374716328953
287,331.76554182656247,280,250,0.8731628160740552,0.9992292805320814
288,331.6884030899352,278,248,0.8730794450335904,0.9992420039968901
289,331.61994609152333,276,248,0.8730037666345893,0.9992403451926957
290,331.5550586437446,277,248,0.8729181553597611,0.9992219196012648
291,331.4865385139629,276,248,0.8728286874015092,0.999215458329939
292,331.41466519287064,275,248,0.8727280680928309,0.9992117532868767
293,331.342891572018,273,247,0.8726188410858329,0.9992014477644586
294,331.27108169783753,278,248,0.8725134271229629,0.9991987142586973
295,331.196667108158,277,249,0.87239675316347,0.9991935908154516
296,331.13261813984275,275,249,0.8723044976380163,0.9991874448348875
297,331.0673455488195,279,249,0.8722062056763709,0.9991823544117514
298,330.99993579090597,278,246,0.872107437009992,0.9991872045591005
299,330.9405901640969,274,246,0.8720264119527877,0.9991912840431911
300,330.87895430508956,271,246,0.8719330934795404,0.9991928239934232
301,330.8140442652875,271,244,0.8718215064279085,0.9991924650159625
302,330.74736658817824,270,244,0.8716911171191903,0.9991830253599048
303,330.68423325623826,271,245,0.8715627242266593,0.9991701700449885
304,330.62295771029045,277,244,0.8714378628725143,0.9991591169901174
305,330.5619036067628,279,244,0.8713175631043352,0.9991564038688439
306,330.50133727238915,274,244,0.8712044714010507,0.9991649365807692
307,330.4528511315717,275,244,0.8711227762441093,0.9991785178735801
308,330.4018077180331,274,243,0.8710250430604096,0.9991912778670485
309,330.3514691379774,273,243,0.8709254329786246,0.9992056277085684
310,330.2944811423676,270,241,0.8707843182753007,0.999199131828669
311,330.23085434825265,268,241,0.8706134442883522,0.9991860062899891
312,330.1690892104482,268,238,0.8704450576813892,0.9991752505781913
313,330.102215658697,267,238,0.8702675891158624,0.9991765217046199
314,330.03390138475356,263,238,0.8700799991817149,0.9991755805685063
315,329.98796087995464,265,237,0.8699570734821825,0.9991810181184995
316,329.9416568185398,263,237,0.869836673850486,0.9991960582688202
317,329.8994989738642,261,236,0.8697158267613464,0.9992042820479243
318,329.8499080860431,262,237,0.869560143272553,0.9992025459299267
319,329.79808680073273,261,237,0.8694041657164062,0.9992130666096264
320,329.7377765645095,260,237,0.8692183065031198,0.9992206253002134
321,329.67486992385204,261,236,0.8690156766673529,0.9992213150659546
322,329.61749099520466,259,236,0.8688189071790449,0.9992165746485282
323,329.55930081553157,259,237,0.8686164211223527,0.9992119690979098
324,329.5095804321192,262,238,0.8684440160549882,0.9992133899801198
325,329.4523955421097,260,238,0.8682548662987746,0.9992170865700338
326,329.4004796518398,261,239,0.8680693753170934,0.9992094459961189
327,329.35109792956257,264,238,0.8678933679749767,0.9992050098989539
328,329.3020635332102,268,236,0.8677242524138575,0.9992071830987577
329,329.25336790283455,266,234,0.8675597028176942,0.9992131737631826
330,329.20501546754775,265,233,0.8673967707214633,0.999219521341014
331,329.1570344549087,263,234,0.8672357186025287,0.9992267130682494
332,329.1165506461768,263,234,0.8670993361623592,0.9992377489212065
333,329.0870306761562,263,234,0.8669956143999619,0.9992502647621099
334,329.0491721773258,262,234,0.8668641699368794,0.9992560854246519
335,329.00363308334545,261,234,0.866720295174195,0.9992702711882939
336,328.9536283571835,261,234,0.866561979874886,0.9992804135751763
337,328.8914857473233,257,233,0.8663758542435123,0.9992879081038651
338,328.8330058534633,257,232,0.866187018689305,0.9992739961299375
339,328.78915063156967,261,231,0.8660368793431948,0.9992573550890933
340,328.7435134323145,268,230,0.8658932878817871,0.9992522045450736
341,328.6991121826215,269,227,0.8657586575830101,0.9992502325484947
342,328.6556178875429,269,227,0.8656364630317741,0.9992572815739312
343,328.6191180583134,268,227,0.8655360245496799,0.9992654100520443
344,328.58246394304194,268,226,0.8654368071286181,0.9992751088240266
345,328.552517723152,265,226,0.8653562037471741,0.9992853831792277
346,328.52207008711514,263,226,0.8652798279042027,0.9993052103099768
347,328.48169231659705,258,225,0.8651650724305944,0.9993142068833905
348,328.43309130829095,256,224,0.8650136582669158,0.9993085190733758
349,328.39127852219957,258,224,0.8648777779316585,0.9992989637557086
350,328.34183114613836,256,224,0.8647261444638965,0.999294986536901
351,328.2956584579112,254,224,0.8645870952817055,0.9992933384685988
352,328.24850288748814,254,224,0.864462531637537,0.9993054829692782
353,328.207087692094,250,224,0.8643497630947882,0.9993102820214382
354,328.1751583326351,255,225,0.8642646590886406,0.9993115186286572
355,328.13613961603744,251,225,0.8641556987775915,0.9993044413439831
356,328.09371386421816,252,225,0.8640374153872495,0.9992939547657534
357,328.04692264073776,259,224,0.8639175369078154,0.9992927354727147
358,328.0052719460857,257,224,0.8638085494349962,0.9992849088651288
359,327.9663947306529,260,224,0.8637134573684542,0.999281023332332
360,327.9283753287243,260,225,0.8636300202864705,0.9992854456157555
361,327.8895793601997,258,226,0.8635448589685144,0.9992887004224895
362,327.8513863080836,257,224,0.8634575929307511,0.9992856124088706
363,327.8160069472563,256,224,0.8633846597333252,0.9992888304169975
364,327.78099770681695,253,223,0.863313816328316,0.9992918980429208
365,327.74344929700004,252,223,0.863232684020229,0.9992905594858598
366,327.7034044214506,251,223,0.8631447764632165,0.9992888678225252
367,327.66517791293893,248,223,0.8630666148345465,0.9992916111765876
368,327.63279087701954,248,223,0.8630003297458457,0.9992887433023745
369,327.5966314549357,248,223,0.8629269042051887,0.9992896693340139
370,327.56145893894586,247,223,0.8628618457284662,0.9992980449825974
371,327.52783283373196,248,222,0.8627928116354002,0.9992994208494839
372,327.4898708413774,247,222,0.8627066121305553,0.999295016000963
373,327.449414806201,246,222,0.8626064789450696,0.9992827560123021
374,327.4126791836438,246,223,0.8625171896330397,0.9992706416680109
375,327.3776776678273,247,222,0.8624397883402302,0.9992658790387207
376,327.34827298881595,247,222,0.8623878128362785,0.9992712805413686
377,327.3142135285016,247,221,0.8623229729084878,0.9992762487789233
378,327.2755506278918,244,220,0.8622417061246848,0.9992775485717815
379,327.25109471535893,244,220,0.8621919474574717,0.9992723064951834
380,327.22728860216256,243,218,0.8621464035056524,0.9992738885698539
381,327.2148836847063,243,218,0.8621402168408631,0.9992855950540682
382,327.20001342070316,243,216,0.8621266093529607,0.9992980899935322
383,327.1738206482846,241,216,0.8620736508318789,0.9993028224092844
384,327.1392236840528,242,216,0.8619988088708312,0.9993094750459061
385,327.10211933644683,239,216,0.8618999083951419,0.9993003591847591
386,327.06730767916883,241,216,0.8617992414093165,0.9992864015537974
387,327.02769643943657,241,215,0.8616866449732669,0.9992791868403035
388,326.9920230672704,243,215,0.8615826233406655,0.9992734200522879
389,326.95299914850807,242,216,0.861475177180123,0.9992792120353041
390,326.9164242073037,241,216,0.8613687899394679,0.999281951979494
391,326.8941302432465,240,216,0.861303645717318,0.9992891968125952
392,326.86739092100277,236,214,0.8612267479572351,0.9992982816212658
393,326.84203531207936,237,214,0.861142324992521,0.9992942093568983
394,326.81429439006394,237,212,0.861051618720182,0.999290645655231
395,326.7803115516689,236,211,0.8609454244401257,0.99928857436957
396,326.74218927525266,238,212,0.8608327733424894,0.9992894574126322
397,326.7049369493269,237,211,0.8607214221743635,0.9992891035642043
398,326.676402181062,238,213,0.8606318846589386,0.9992867834539347
399,326.64848956909253,238,214,0.8605398078389772,0.999279682922711
400,326.6244657544713,242,214,0.8604663780969021,0.9992816271865952
401,326.6085474024116,241,215,0.8604186571176344,0.9992879051543203
402,326.58918050269745,241,215,0.8603608496507533,0.9992949708397234
403,326.56670290215493,241,214,0.8602937256048324,0.9993023152722702
404,326.54056435283843,239,214,0.8602118253098038,0.9993053488622033
405,326.511078990692,236,215,0.8601137790972326,0.9993008595639723
406,326.47882518978986,234,214,0.8600134996678754,0.9993037593205936
407,326.44303965059254,234,214,0.859905002901364,0.9993095871329426
408,326.4123002877765,233,214,0.8597987445459132,0.999302142468069
409,326.3872130243481,237,214,0.859709259664731,0.9992956185602008
410,326.36310210669416,238,214,0.8596365191695027,0.9993071339698393
411,326.33802422629105,236,214,0.8595531358351256,0.999310659721332
412,326.31335569368696,232,214,0.859469177118203,0.9993114781638526
413,326.2898920398729,231,213,0.8593967590172189,0.9993215289379549
414,326.26817529205425,231,214,0.8593188522296878,0.9993199638705691
415,326.2438263143635,229,212,0.8592317812896637,0.9993161577728864
416,326.2181794398992,228,211,0.8591467986511929,0.9993181578173911
417,326.19477879429047,229,211,0.8590620867268652,0.9993120918147426
418,326.1714621512233,230,211,0.8589798276236681,0.9993070108838185
419,326.14820963080547,231,211,0.8589042169816383,0.9993071494117826
420,326.12500315681376,231,211,0.8588340474129237,0.9993108820164717
421,326.10183278640733,230,211,0.8587625923155837,0.9993112878258786
422,326.078691540535,230,210,0.8586915771479926,0.9993102148828094
423,326.0622223109581,230,209,0.8586483758703032,0.9993197138872965
424,326.04330584851806,229,209,0.8585972099395549,0.9993282531923691
425,326.01892026373287,229,208,0.858525941712905,0.9993315616757761
426,325.9920165202454,227,208,0.8584413296810844,0.9993269642034118
427,325.9661129436221,227,208,0.8583652548250895,0.9993256651931309
428,325.94396846177995,228,208,0.8582934062282694,0.9993154493477808
429,325.93223535694545,229,208,0.8582598982063281,0.9993134980933546
430,325.9182414425246,229,208,0.8582259396398767,0.9993156825620153
431,325.8997828661287,229,208,0.85818157352886,0.9993178149024242
432,325.87689606760426,229,208,0.8581251778699076,0.9993180462721216
433,325.8516296618713,227,206,0.8580723330764057,0.9993280368299989
434,325.82494195368855,228,204,0.8580153778685708,0.9993364741049293
435,325.7953428968529,227,204,0.8579399470732674,0.99933194909324
436,325.7704374795076,224,203,0.8578678742032443,0.9993144931791393
437,325.74912173068054,227,202,0.8578079535221987,0.9992979029630699
438,325.7307658831857,234,200,0.8577714333720995,0.9992977237056897
439,325.7244315912822,233,200,0.8577757575537924,0.9993064898484691
